学生姓名,专业,年级,性别,过程考核1,过程考核2,过程考核3,出勤1,出勤2,出勤3,出勤率,小组作业1,小组作业2,平时成绩,期末考试,综合成绩
罗鑫,英语,1,女,100,89,68,1,1,1,100.0,100,72,88.7,73,77.71
朱帅,计算机科学与技术,2,男,76,82,90,1,1,0,66.67,75,86,78.38,94,89.31
萧桂荣,金融学,1,女,65,80,92,1,1,1,100.0,79,100,88.45,62,69.94
伍志强,英语,4,男,81,63,79,1,1,1,100.0,99,86,88.55,63,70.66
丁冬梅,计算机科学与技术,4,男,69,73,64,1,1,1,100.0,81,76,79.85,95,90.46
南芳,电子信息工程,2,女,71,92,85,1,1,1,100.0,98,77,88.55,61,69.26
戴洁,电子信息工程,2,女,75,87,73,1,1,0,66.67,93,96,84.08,79,80.52
蔡想,会计学,3,男,77,89,70,1,1,1,100.0,77,73,81.1,61,67.03
杜慧,计算机科学与技术,1,女,92,96,80,1,1,0,66.67,89,77,81.63,81,81.19
符刚,金融学,1,女,82,61,63,1,1,1,100.0,99,72,83.35,99,94.3
崔英,英语,4,男,77,79,77,1,1,1,100.0,90,74,84.3,99,94.59
汪柳,金融学,2,女,89,84,97,0,1,1,66.67,86,93,85.08,73,76.62
岑欣,英语,4,女,68,93,77,1,1,1,100.0,84,100,89.8,66,73.14
国淑兰,金融学,1,女,89,94,62,1,1,1,100.0,89,74,85.25,90,88.57
刘桂兰,计算机科学与技术,2,男,92,94,78,1,1,1,100.0,76,93,88.65,67,73.5
陈阳,英语,2,女,74,64,94,1,0,1,66.67,77,82,76.28,61,65.58
刘林,英语,3,男,96,60,67,1,1,1,100.0,72,80,80.3,98,92.69
卢萍,计算机科学与技术,1,女,78,81,83,1,0,1,66.67,85,84,79.78,70,72.93
潘文,金融学,2,男,74,97,75,1,0,1,66.67,74,98,80.93,96,91.48
刘志强,英语,2,女,68,72,61,1,1,1,100.0,71,81,78.1,76,76.63
黄海燕,会计学,3,女,78,73,100,1,1,1,100.0,71,91,85.6,68,73.28
李健,会计学,2,男,64,79,84,1,1,0,66.67,72,99,78.78,82,81.03
王柳,英语,4,女,92,95,100,1,0,1,66.67,77,82,81.78,92,88.93
叶军,会计学,4,男,83,93,69,1,1,1,100.0,75,71,81.0,75,76.8
杜淑英,金融学,2,女,78,78,96,1,1,1,100.0,83,91,88.7,67,73.51
许瑜,金融学,4,男,62,73,72,1,1,0,66.67,80,98,78.53,83,81.66
杨莹,会计学,4,女,76,93,78,1,1,1,100.0,96,91,91.45,88,89.04
吕楠,金融学,3,男,97,60,99,1,1,1,100.0,91,88,90.35,87,88.0
郑旭,会计学,4,女,83,89,100,1,1,1,100.0,82,96,91.7,73,78.61
吴鑫,电子信息工程,2,女,87,65,96,1,1,1,100.0,96,95,92.55,62,71.16
胡丹,计算机科学与技术,2,男,97,93,100,1,1,1,100.0,78,97,92.75,77,81.72
吴志强,计算机科学与技术,3,女,89,67,73,1,1,0,66.67,77,72,73.48,95,88.54
刘秀兰,金融学,1,男,84,65,64,1,1,1,100.0,84,72,80.3,67,70.99
范凤英,计算机科学与技术,3,女,71,66,76,1,0,1,66.67,86,89,78.38,60,65.51
李莹,英语,1,女,95,82,88,0,1,1,66.67,94,78,82.83,99,94.15
杨桂兰,金融学,4,男,96,69,72,1,1,0,66.67,92,73,78.28,69,71.78
曲桂香,会计学,2,男,72,64,90,1,0,1,66.67,89,81,78.43,64,68.33
李莹,英语,3,女,74,66,63,1,1,1,100.0,78,100,84.8,67,72.34
陈龙,金融学,4,男,85,72,85,0,1,1,66.67,78,90,79.53,90,86.86
甘刚,计算机科学与技术,3,男,80,73,74,1,1,1,100.0,78,80,82.2,81,81.36
谭华,英语,2,男,77,96,95,1,1,1,100.0,77,86,87.55,70,75.26
刘丽娟,计算机科学与技术,1,男,92,90,64,1,1,1,100.0,81,94,88.35,62,69.9
姜坤,金融学,2,男,89,92,95,1,1,1,100.0,95,75,90.1,83,85.13
周凤英,金融学,2,男,92,91,72,1,1,1,100.0,83,85,87.5,69,74.55
徐平,会计学,1,女,70,100,65,1,1,1,100.0,82,83,84.75,95,91.92
李建平,金融学,4,男,75,69,76,0,1,1,66.67,83,84,77.08,86,83.32
郭秀珍,电子信息工程,2,男,62,69,61,1,1,0,66.67,85,71,71.53,67,68.36
黄凤英,计算机科学与技术,4,男,75,64,83,1,1,1,100.0,86,73,81.95,76,77.78
单云,会计学,3,女,86,84,100,0,1,0,33.33,80,72,71.67,92,85.9
寇涛,会计学,3,男,80,96,62,1,1,1,100.0,76,80,82.8,89,87.14
李淑英,会计学,4,男,98,92,64,1,1,1,100.0,88,100,92.4,65,73.22
高建华,会计学,2,男,65,70,88,1,1,1,100.0,85,93,86.8,80,82.04
姜敏,电子信息工程,1,男,71,84,70,1,1,1,100.0,75,91,84.0,65,70.7
吴秀珍,英语,3,女,66,86,88,1,1,1,100.0,97,95,92.0,80,83.6
魏凤英,英语,2,男,93,61,90,1,1,1,100.0,89,76,85.65,82,83.1
段英,计算机科学与技术,3,男,99,77,70,1,1,1,100.0,74,86,84.6,62,68.78
巴帆,电子信息工程,3,男,100,77,78,1,1,1,100.0,91,87,90.0,99,96.3
蔡明,会计学,2,女,100,79,97,1,1,1,100.0,90,72,88.1,99,95.73
徐建,金融学,1,男,60,65,92,1,1,1,100.0,91,89,86.7,60,68.01
杨萍,金融学,3,男,85,84,100,1,1,1,100.0,72,87,86.65,100,96.0
宋桂芳,计算机科学与技术,4,男,93,99,69,1,1,1,100.0,75,81,85.1,89,87.83
郭萍,金融学,1,男,71,65,82,0,1,1,66.67,90,72,75.63,64,67.49
陈春梅,电子信息工程,3,女,77,71,61,1,1,1,100.0,70,81,78.65,65,69.1
李倩,电子信息工程,1,女,88,100,91,1,1,1,100.0,73,71,83.9,99,94.47
张丽华,金融学,2,女,64,63,79,1,1,1,100.0,92,87,85.35,82,83.0
潘洋,计算机科学与技术,4,男,91,65,88,1,1,1,100.0,88,89,88.65,70,75.6
王丽,金融学,4,女,64,73,87,1,1,1,100.0,91,90,87.65,84,85.1
周桂香,计算机科学与技术,2,女,98,76,84,1,1,1,100.0,88,93,91.05,67,74.22
叶杰,计算机科学与技术,2,女,70,87,100,1,1,1,100.0,74,95,87.95,93,91.48
陈倩,计算机科学与技术,1,男,74,94,72,1,1,0,66.67,71,89,77.33,93,88.3
何鑫,会计学,4,男,95,87,61,1,1,1,100.0,70,71,79.55,98,92.46
徐雷,计算机科学与技术,4,女,100,100,67,1,1,1,100.0,100,97,95.95,64,73.58
陈霞,会计学,4,男,83,68,88,1,0,1,66.67,76,77,75.48,94,88.44
万雷,计算机科学与技术,4,男,87,96,94,1,1,1,100.0,78,79,86.95,90,89.08
苏琳,金融学,4,男,97,95,86,1,1,1,100.0,92,96,94.8,96,95.64
张洁,会计学,1,男,94,73,65,1,0,1,66.67,85,78,77.28,60,65.18
刘博,电子信息工程,1,女,70,84,82,1,1,1,100.0,87,77,84.6,66,71.58
林秀英,计算机科学与技术,1,女,87,82,65,1,1,0,66.67,88,79,78.48,66,69.74
覃红霞,电子信息工程,2,男,67,90,67,1,1,1,100.0,87,73,82.4,92,89.12
李婷,电子信息工程,3,男,67,70,89,1,1,1,100.0,76,81,81.85,62,67.96
萧东,计算机科学与技术,4,男,79,84,82,1,1,1,100.0,84,86,87.0,88,87.7
孟秀兰,会计学,3,男,69,61,70,1,1,0,66.67,75,97,76.33,89,85.2
朱健,会计学,4,男,76,92,68,1,1,1,100.0,78,82,83.6,65,70.58
李淑珍,金融学,4,男,67,62,94,1,1,1,100.0,73,92,83.55,100,95.06
张婷婷,金融学,4,女,79,69,68,1,1,1,100.0,72,80,79.6,84,82.68
田金凤,计算机科学与技术,3,男,93,61,80,1,1,1,100.0,79,77,82.4,85,84.22
李欣,电子信息工程,1,女,60,93,65,1,1,1,100.0,77,81,81.3,91,88.09
邓桂芳,电子信息工程,3,男,79,60,98,1,1,1,100.0,76,91,85.45,97,93.54
李军,会计学,4,女,98,90,85,1,0,1,66.67,100,99,90.38,71,76.81
史晶,电子信息工程,4,男,67,72,62,1,1,1,100.0,85,73,79.6,87,84.78
吴凯,电子信息工程,3,男,72,74,61,1,1,1,100.0,82,73,79.45,62,67.24
吴琳,电子信息工程,2,男,63,82,86,1,1,1,100.0,89,71,83.1,61,67.63
萧晨,会计学,4,男,75,100,64,1,1,1,100.0,81,93,87.4,99,95.52
张杨,英语,2,男,100,60,93,0,1,1,66.67,95,93,85.63,74,77.49
姚桂香,电子信息工程,4,女,81,70,89,1,1,1,100.0,95,72,85.75,94,91.52
杨淑英,金融学,3,女,75,78,92,1,1,0,66.67,97,73,80.33,85,83.6
崔桂英,会计学,4,男,83,74,66,1,1,1,100.0,90,72,82.8,68,72.44
刘秀芳,英语,1,男,85,70,71,1,1,1,100.0,96,70,84.1,87,86.13
刘阳,计算机科学与技术,4,女,99,96,100,1,1,1,100.0,87,76,90.25,61,69.77
任春梅,金融学,4,男,72,70,73,1,1,0,66.67,79,84,75.58,70,71.67
楚博,计算机科学与技术,1,男,88,64,75,1,1,1,100.0,82,83,83.95,88,86.78
李婷,计算机科学与技术,4,女,78,82,94,1,1,1,100.0,74,75,82.65,91,88.5
赵婷婷,金融学,2,男,64,96,96,1,1,1,100.0,97,70,87.35,63,70.3
邱军,金融学,2,女,96,71,100,1,1,1,100.0,88,98,93.2,78,82.56
邹畅,电子信息工程,4,男,97,100,84,1,1,1,100.0,87,90,92.35,93,92.8
邓雷,金融学,2,男,82,93,88,1,1,1,100.0,95,93,93.3,95,94.49
李静,会计学,4,女,61,74,65,1,1,1,100.0,82,79,80.25,80,80.08
宋阳,计算机科学与技术,4,男,73,94,88,1,1,1,100.0,82,96,90.0,70,76.0
胡岩,金融学,4,男,86,75,86,1,1,1,100.0,84,94,89.2,64,71.56
陈鹏,电子信息工程,1,女,98,65,73,1,1,1,100.0,73,75,80.6,66,70.38
陈雪梅,电子信息工程,3,女,79,88,78,1,1,1,100.0,71,72,80.25,84,82.88
张丹,会计学,4,女,82,87,62,1,1,1,100.0,88,94,88.6,99,95.88
高鑫,英语,1,女,71,76,91,1,1,1,100.0,90,74,84.8,60,67.44
段桂英,英语,3,男,93,64,66,1,1,1,100.0,90,78,84.3,100,95.29
高淑兰,计算机科学与技术,4,女,63,75,83,1,1,1,100.0,77,95,85.1,92,89.93
储洁,金融学,1,女,62,81,65,0,1,1,66.67,88,72,74.13,98,90.84
朱建,英语,4,男,64,65,67,1,1,1,100.0,94,72,81.1,72,74.73
连建军,金融学,3,女,76,92,86,1,1,1,100.0,75,88,86.15,81,82.54
丁丽,会计学,4,女,66,97,64,1,1,1,100.0,70,96,84.2,73,76.36
张飞,计算机科学与技术,1,男,90,85,73,1,1,1,100.0,81,84,86.05,83,83.92
张桂兰,电子信息工程,4,女,79,98,93,0,1,1,66.67,98,88,86.83,61,68.75
赵宇,金融学,3,男,79,61,62,1,1,1,100.0,81,76,79.45,99,93.14
郭建军,英语,1,女,77,87,96,1,1,1,100.0,90,77,87.75,82,83.72
刘建平,金融学,4,男,61,86,90,0,1,1,66.67,71,100,79.78,100,93.93
史瑞,计算机科学与技术,3,男,93,97,95,0,1,1,66.67,91,80,84.58,96,92.57
叶淑英,计算机科学与技术,3,男,77,89,97,1,1,1,100.0,78,98,90.3,94,92.89
王晶,会计学,3,女,62,72,87,1,1,0,66.67,100,77,79.68,72,74.3
李健,会计学,3,女,87,65,69,1,1,1,100.0,92,91,87.85,73,77.45
沙健,会计学,1,男,62,98,82,0,1,1,66.67,89,91,82.53,96,91.96
刘丽丽,计算机科学与技术,2,女,100,87,85,1,1,1,100.0,87,77,88.2,60,68.46
夏杨,计算机科学与技术,4,男,91,74,86,1,1,1,100.0,86,86,88.1,76,79.63
何军,会计学,4,女,74,87,73,1,1,1,100.0,96,92,90.4,81,83.82
杨帅,计算机科学与技术,4,女,65,87,90,1,1,1,100.0,76,97,87.45,71,75.94
农成,电子信息工程,1,女,81,91,69,1,1,1,100.0,87,83,86.6,79,81.28
曹鑫,金融学,1,女,65,93,74,1,1,1,100.0,96,82,87.7,93,91.41
徐洁,计算机科学与技术,3,女,93,83,64,1,1,1,100.0,80,85,85.25,98,94.18
陈秀梅,电子信息工程,4,女,78,92,78,1,1,1,100.0,84,89,88.05,95,92.92
唐文,电子信息工程,1,男,71,69,88,1,1,1,100.0,95,97,90.8,87,88.14
李建华,计算机科学与技术,4,男,88,72,99,1,1,1,100.0,87,74,86.15,83,83.94
宋鹏,英语,1,男,82,81,65,1,1,1,100.0,93,83,86.8,74,77.84
杨鹏,金融学,2,女,97,86,93,1,1,1,100.0,85,70,86.35,89,88.2
梁丽华,计算机科学与技术,1,男,78,72,91,1,1,0,66.67,72,71,73.18,79,77.25
叶小红,英语,4,男,68,87,90,1,1,1,100.0,77,70,81.25,82,81.78
高海燕,计算机科学与技术,3,女,74,95,63,0,1,1,66.67,93,84,80.78,91,87.93
刘淑英,计算机科学与技术,1,男,69,60,72,1,1,1,100.0,94,76,82.6,67,71.68
殷志强,计算机科学与技术,3,男,63,61,60,1,1,1,100.0,99,78,82.65,77,78.69
王杨,电子信息工程,2,男,72,100,60,1,1,0,66.67,74,77,74.28,60,64.28
朱玉,英语,2,女,84,92,74,1,1,1,100.0,82,78,85.0,73,76.6
孟桂英,电子信息工程,3,男,93,73,62,1,1,1,100.0,100,84,88.8,88,88.24
王桂花,会计学,3,男,61,82,66,1,1,1,100.0,73,75,77.9,92,87.77
谭想,英语,1,男,75,87,85,1,1,0,66.67,95,70,79.28,95,90.28
章霞,计算机科学与技术,4,男,85,87,96,1,1,0,66.67,100,81,85.38,98,94.21
张婷,会计学,4,男,64,87,64,1,1,1,100.0,71,96,83.25,94,90.78
陈丽娟,会计学,4,女,90,77,96,1,1,1,100.0,87,75,86.8,89,88.34
吴瑞,英语,3,男,68,70,92,1,1,1,100.0,100,97,92.25,88,89.28
周英,英语,3,男,78,80,62,1,0,0,33.33,80,97,72.92,84,80.68
曾淑英,英语,1,女,99,61,91,1,1,0,66.67,77,95,81.43,90,87.43
史帆,会计学,4,男,80,68,99,1,1,1,100.0,70,82,82.7,85,84.31
王强,英语,1,男,91,72,91,1,1,1,100.0,93,83,89.4,72,77.22
王桂英,电子信息工程,1,女,93,94,73,0,1,1,66.67,90,76,80.83,77,78.15
高亮,英语,3,女,79,77,74,1,1,1,100.0,82,81,83.75,75,77.62
张文,计算机科学与技术,2,男,74,72,79,1,1,1,100.0,75,91,84.0,98,93.8
廖畅,金融学,3,女,98,81,91,1,1,1,100.0,75,100,90.75,60,69.22
沈玉,电子信息工程,3,女,90,61,83,1,1,1,100.0,74,90,84.4,86,85.52
刘雪,金融学,1,男,67,91,80,1,1,1,100.0,87,85,86.8,76,79.24
杨丹,英语,3,男,85,77,68,1,1,1,100.0,75,71,79.5,73,74.95
孙华,计算机科学与技术,4,女,75,69,68,1,1,1,100.0,85,96,86.45,97,93.84
祝坤,会计学,1,女,60,85,74,0,1,1,66.67,88,78,76.73,78,77.62
金建国,电子信息工程,2,女,95,79,97,1,1,1,100.0,92,82,90.6,90,90.18
范荣,英语,2,男,77,90,65,1,1,1,100.0,77,88,84.45,75,77.84
郝瑞,电子信息工程,3,男,69,90,80,1,1,1,100.0,80,94,87.4,84,85.02
黄玉梅,英语,2,女,60,95,63,1,1,1,100.0,100,100,91.8,64,72.34
赵燕,英语,2,男,64,81,78,1,1,1,100.0,81,83,83.3,71,74.69
王健,金融学,4,女,96,68,84,1,1,1,100.0,97,82,89.55,94,92.66
马秀荣,金融学,2,男,71,99,69,0,1,1,66.67,99,73,80.23,99,93.37
郝秀兰,电子信息工程,4,女,80,88,66,1,1,1,100.0,84,96,88.4,73,77.62
柴淑珍,计算机科学与技术,4,男,71,69,62,1,1,1,100.0,79,87,81.7,75,77.01
陆丹,电子信息工程,4,女,74,61,70,1,1,0,66.67,86,70,72.83,62,65.25
陈婷,电子信息工程,3,女,94,95,88,1,1,1,100.0,91,70,87.95,95,92.88
梁琴,会计学,4,男,83,84,90,1,1,1,100.0,76,92,87.7,79,81.61
孟莉,电子信息工程,1,男,84,94,80,1,1,1,100.0,78,96,89.3,99,96.09
阳倩,英语,3,男,78,84,90,1,1,1,100.0,81,76,84.45,82,82.74
陈帅,金融学,3,女,93,62,79,1,1,1,100.0,93,94,90.15,67,73.94
宋岩,英语,4,男,95,93,75,1,1,1,100.0,77,85,86.8,87,86.94
汪金凤,金融学,3,女,83,94,75,0,1,1,66.67,83,81,79.53,73,74.96
何宇,英语,3,男,95,79,69,1,1,1,100.0,80,85,85.55,69,73.96
黎华,金融学,4,男,76,88,66,1,1,1,100.0,82,81,83.75,64,69.92
计婷婷,金融学,4,女,98,97,88,1,1,1,100.0,85,73,87.8,74,78.14
周琳,电子信息工程,3,女,73,66,60,1,0,1,66.67,90,75,74.48,72,72.74
赵秀梅,英语,4,男,94,68,64,1,1,1,100.0,96,75,85.35,77,79.5
郭秀荣,金融学,4,女,100,80,67,1,1,1,100.0,72,99,87.45,75,78.74
邹佳,计算机科学与技术,1,男,91,76,87,1,1,1,100.0,97,75,88.4,91,90.22
陈佳,英语,2,女,89,99,75,1,1,1,100.0,82,75,85.55,67,72.56
史燕,金融学,4,男,83,96,73,1,1,1,100.0,88,77,86.45,95,92.44
向婷婷,计算机科学与技术,1,男,85,96,70,1,1,0,66.67,79,81,78.43,89,85.83
许志强,电子信息工程,3,男,62,78,81,1,1,1,100.0,93,96,89.35,90,89.8
魏丽,电子信息工程,3,男,60,85,100,1,1,1,100.0,71,95,86.0,65,71.3
江建,计算机科学与技术,4,男,67,72,87,1,1,1,100.0,92,94,89.1,82,84.13
张英,英语,1,女,61,62,61,1,1,1,100.0,93,70,79.15,96,90.94
韩琴,电子信息工程,1,女,74,69,82,1,0,1,66.67,94,86,80.83,64,69.05
赖帆,计算机科学与技术,4,女,68,74,98,1,1,1,100.0,81,92,87.25,70,75.18
曹利,电子信息工程,3,男,90,73,93,1,1,1,100.0,77,81,85.1,80,81.53
王帅,计算机科学与技术,4,女,84,73,85,1,1,1,100.0,87,77,85.2,99,94.86
熊桂芝,电子信息工程,3,女,80,84,100,1,1,1,100.0,86,74,86.4,86,86.12
左梅,英语,3,女,96,91,85,1,1,0,66.67,85,82,82.28,85,84.18
周玉兰,会计学,4,男,62,97,90,1,1,1,100.0,84,94,89.4,79,82.12
张超,会计学,1,女,95,78,91,1,1,1,100.0,92,97,93.65,79,83.4
张平,计算机科学与技术,1,男,78,70,67,1,1,1,100.0,83,72,80.25,96,91.28
昝小红,金融学,1,男,63,65,63,1,1,0,66.67,92,78,74.93,79,77.78
郭芳,会计学,4,男,66,68,94,0,1,1,66.67,86,74,76.13,91,86.54
刘桂荣,英语,1,女,82,63,84,1,1,1,100.0,89,80,85.15,78,80.14
杨桂兰,英语,3,男,77,88,77,1,1,1,100.0,91,75,85.7,100,95.71
周凤英,计算机科学与技术,1,男,92,68,84,1,1,1,100.0,87,78,85.65,76,78.9
金荣,计算机科学与技术,4,男,85,73,99,1,1,1,100.0,73,88,85.95,82,83.18
孙杨,英语,4,男,71,61,67,1,1,1,100.0,93,91,85.9,64,70.57
陈浩,计算机科学与技术,2,男,78,95,89,1,1,1,100.0,70,81,83.95,74,76.98
李桂荣,金融学,1,女,85,93,63,1,1,0,66.67,77,100,81.68,81,81.2
张欣,计算机科学与技术,4,女,85,87,85,1,1,1,100.0,93,79,88.7,72,77.01
田桂芳,会计学,3,男,64,62,60,1,1,1,100.0,87,81,80.6,68,71.78
刘雪,会计学,4,男,95,78,92,1,1,0,66.67,98,82,84.83,78,80.05
权明,英语,1,男,77,64,89,1,1,1,100.0,76,71,79.75,91,87.62
黄小红,英语,4,男,96,76,78,1,1,1,100.0,98,75,88.25,68,74.07
伏婷,电子信息工程,2,男,67,68,76,1,1,1,100.0,100,71,83.85,80,81.16
陆建华,电子信息工程,1,女,89,61,60,1,1,0,66.67,97,90,81.08,60,66.32
赵明,计算机科学与技术,1,男,70,71,62,1,1,1,100.0,78,100,84.8,84,84.24
孙浩,电子信息工程,1,女,61,90,89,1,1,1,100.0,97,85,89.5,85,86.35
丛雷,会计学,3,男,88,61,77,1,1,1,100.0,76,86,83.1,73,76.03
刘峰,英语,1,女,76,72,79,1,0,1,66.67,81,82,76.78,95,89.53
黄文,电子信息工程,2,女,80,92,89,1,1,1,100.0,86,82,88.1,60,68.43
刘涛,电子信息工程,2,女,93,84,85,1,1,1,100.0,93,75,88.2,86,86.66
王秀荣,会计学,1,男,85,92,80,1,1,1,100.0,94,78,88.7,98,95.21
王帆,电子信息工程,3,男,73,86,64,1,1,1,100.0,95,74,84.55,73,76.46
宿红,电子信息工程,3,女,88,77,63,1,1,1,100.0,80,99,87.55,66,72.46
董林,电子信息工程,3,男,91,92,67,1,1,1,100.0,70,73,80.75,80,80.22
许莉,计算机科学与技术,4,男,66,85,98,1,1,1,100.0,92,84,88.9,66,72.87
曹芳,计算机科学与技术,4,男,88,98,94,1,1,1,100.0,90,86,92.0,81,84.3
陈小红,金融学,1,男,80,87,96,1,1,1,100.0,78,71,83.55,88,86.66
林桂兰,计算机科学与技术,3,男,79,81,76,1,1,1,100.0,87,91,88.1,95,92.93
汪艳,金融学,3,男,88,89,96,1,1,1,100.0,92,71,88.05,96,93.61
马柳,金融学,3,女,67,95,69,1,1,1,100.0,92,87,87.85,71,76.05
张楠,英语,2,女,60,76,86,1,1,1,100.0,89,84,85.45,70,74.64
刘秀荣,电子信息工程,1,男,80,74,88,1,1,1,100.0,90,70,84.2,85,84.76
刘阳,金融学,2,女,89,94,92,1,1,1,100.0,74,85,87.25,70,75.18
赵洋,电子信息工程,1,女,89,71,88,1,1,1,100.0,71,96,86.55,92,90.36
陈秀云,金融学,3,男,99,87,77,1,1,1,100.0,70,100,88.8,75,79.14
邱欣,金融学,4,男,95,77,73,1,1,1,100.0,91,97,91.5,85,86.95
丁秀芳,金融学,3,女,93,78,88,1,1,1,100.0,74,100,89.4,61,69.52
陈强,金融学,4,女,65,93,99,1,1,1,100.0,95,92,92.45,88,89.34
陈玉,会计学,1,女,97,83,85,1,1,1,100.0,80,84,87.5,98,94.85
杨春梅,计算机科学与技术,3,男,97,77,82,1,1,1,100.0,99,95,94.1,99,97.53
王秀芳,电子信息工程,1,男,68,74,85,1,1,1,100.0,99,85,88.7,71,76.31
孙辉,英语,1,男,100,94,63,1,1,1,100.0,74,91,86.95,75,78.59
王琳,电子信息工程,4,女,67,80,91,1,1,0,66.67,75,72,73.88,100,92.16
崔建国,金融学,3,男,64,89,95,1,1,1,100.0,72,83,83.55,61,67.76
陈瑞,电子信息工程,1,女,60,70,85,1,1,1,100.0,85,99,87.5,71,75.95
谢淑兰,金融学,2,男,89,93,75,1,1,1,100.0,78,90,87.7,100,96.31
孙丽娟,电子信息工程,3,男,95,88,88,1,1,1,100.0,74,78,85.1,69,73.83
廖杨,英语,1,女,74,81,93,1,1,1,100.0,72,84,83.8,80,81.14
万鑫,英语,2,男,85,85,85,1,1,1,100.0,73,77,83.0,76,78.1
苑明,金融学,4,男,93,96,85,1,1,0,66.67,84,91,84.48,70,74.34
吕博,电子信息工程,1,女,95,74,77,1,1,0,66.67,76,92,79.93,61,66.68
张琴,英语,1,女,81,68,60,1,1,1,100.0,73,71,76.9,70,72.07
周华,计算机科学与技术,2,女,96,72,83,1,1,1,100.0,92,85,89.35,88,88.4
彭莉,金融学,1,男,63,89,74,1,1,1,100.0,72,92,83.6,93,90.18
邓刚,英语,3,男,80,80,80,1,1,0,66.67,97,88,83.58,91,88.77
岳瑜,会计学,1,女,71,71,99,0,1,1,66.67,75,82,76.68,70,72.0
苏宇,计算机科学与技术,3,男,99,68,63,1,1,1,100.0,98,91,90.25,72,77.47
王磊,电子信息工程,4,男,72,69,62,1,1,1,100.0,97,84,85.55,88,87.26
陈桂英,英语,3,男,91,89,76,1,1,1,100.0,79,88,87.35,74,78.0
宋静,计算机科学与技术,3,男,96,91,90,1,1,1,100.0,81,71,85.7,76,78.91
冯梅,会计学,1,女,85,76,97,1,1,1,100.0,70,71,81.05,76,77.51
刘雷,会计学,1,女,68,63,61,0,1,1,66.67,95,75,75.03,82,79.91
程勇,会计学,3,男,67,87,85,0,1,1,66.67,82,93,80.98,77,78.19
王畅,计算机科学与技术,3,男,68,69,66,1,1,1,100.0,91,75,81.8,93,89.64
杨雪,电子信息工程,2,女,65,97,77,1,1,1,100.0,80,76,82.9,85,84.37
赵丽丽,金融学,1,女,73,82,77,1,1,1,100.0,70,83,81.45,72,74.83
常莹,电子信息工程,1,男,86,82,72,1,1,1,100.0,80,84,85.0,95,92.0
万秀华,金融学,4,女,88,69,93,1,1,1,100.0,90,82,88.0,74,78.2
张东,金融学,3,男,70,82,91,1,1,1,100.0,78,97,88.05,99,95.72
丁淑英,电子信息工程,4,女,64,77,71,1,1,1,100.0,89,79,83.2,89,87.26
陈丹丹,计算机科学与技术,2,女,84,78,70,0,0,1,33.33,97,82,74.62,85,81.89
孟宁,会计学,4,女,87,97,87,1,1,0,66.67,99,85,86.43,68,73.53
张博,英语,2,男,84,98,67,0,1,1,66.67,88,70,77.73,64,68.12
孟健,计算机科学与技术,3,男,82,95,78,1,1,1,100.0,81,86,87.25,92,90.57
裴淑兰,电子信息工程,4,女,82,80,96,1,1,1,100.0,98,81,90.55,73,78.26
王玉英,计算机科学与技术,4,女,65,71,76,1,1,1,100.0,94,73,82.95,86,85.08
杜秀芳,英语,1,女,83,97,83,1,1,1,100.0,92,86,90.8,66,73.44
邓东,会计学,3,女,87,89,69,0,1,1,66.67,78,94,80.83,70,73.25
聂波,英语,4,女,77,63,77,1,1,1,100.0,91,100,89.45,72,77.24
邬鹏,英语,4,女,91,67,84,1,1,1,100.0,94,94,91.2,65,72.86
方勇,电子信息工程,2,女,83,66,82,1,1,1,100.0,75,99,86.6,66,72.18
杨凤兰,英语,3,女,80,90,69,1,1,1,100.0,79,92,86.65,91,89.7
周想,电子信息工程,1,男,92,89,80,1,1,1,100.0,92,91,91.85,73,78.65
邓建军,英语,1,女,80,86,68,1,1,1,100.0,88,89,87.65,78,80.9
桑桂兰,英语,3,女,64,68,62,1,1,1,100.0,87,73,79.4,85,83.32
祝柳,会计学,1,女,65,82,80,1,1,1,100.0,71,86,81.95,98,93.18
兰秀云,会计学,3,男,83,88,80,0,1,1,66.67,80,71,76.18,89,85.15
刘桂英,电子信息工程,4,女,86,78,96,1,1,0,66.67,96,97,87.58,100,96.27
张帅,英语,2,男,66,64,73,1,1,1,100.0,90,83,83.55,71,74.76
潘雪梅,金融学,3,男,61,89,83,1,1,1,100.0,77,96,86.55,67,72.86
刘旭,计算机科学与技术,3,男,95,87,83,1,1,1,100.0,82,85,88.25,80,82.48
苏丽华,会计学,1,女,83,91,83,1,0,1,66.67,88,90,83.53,100,95.06
姚瑞,电子信息工程,4,女,96,99,93,1,1,1,100.0,90,80,91.3,67,74.29
张建平,计算机科学与技术,1,男,95,96,75,1,1,1,100.0,87,86,89.85,69,75.26
赖倩,会计学,2,女,83,99,78,1,1,1,100.0,70,82,84.0,65,70.7
陈志强,计算机科学与技术,4,女,60,81,83,1,1,1,100.0,81,77,81.9,90,87.57
张志强,计算机科学与技术,4,女,82,87,87,1,1,1,100.0,88,86,89.1,90,89.73
刘洁,电子信息工程,4,男,78,64,77,1,0,1,66.67,100,84,81.23,82,81.77
蒋春梅,金融学,4,男,97,64,99,1,1,1,100.0,79,97,90.0,62,70.4
杨柳,会计学,2,男,88,70,92,0,1,1,66.67,94,75,80.58,89,86.47
王英,金融学,1,女,69,87,90,0,1,0,33.33,94,73,73.02,90,84.91
卢慧,计算机科学与技术,3,男,64,85,82,1,1,1,100.0,90,86,87.1,77,80.03
