学生姓名,专业,年级,性别,过程考核1,过程考核2,过程考核3,出勤1,出勤2,出勤3,出勤率,小组作业1,小组作业2,平时成绩,期末考试,综合成绩,学习投入度,成绩稳定性,综合能力
王红梅,电子信息工程,3,女,80,85,86,1,1,0,66.67,72,78,75.93,92,87.18,74.27,3.21,85.57
古雪,电子信息工程,2,男,83,70,75,1,1,0,66.67,84,75,75.88,69,71.06,73.32,6.56,71.75
陈彬,英语,2,男,66,72,91,1,1,1,100.0,100,98,92.4,79,83.02,92.60,13.05,84.36
苏淑华,金融学,2,女,88,93,91,1,1,1,100.0,84,84,89.2,82,84.16,92.40,2.52,84.88
覃勇,英语,1,女,91,68,62,1,1,1,100.0,87,75,82.6,81,81.48,86.40,15.31,81.64
罗霞,会计学,2,女,91,92,64,1,0,0,33.33,88,77,72.62,87,82.69,62.78,15.89,81.25
王淑华,计算机科学与技术,4,女,97,89,82,1,1,1,100.0,97,72,89.05,71,76.41,92.15,7.51,78.22
徐淑兰,金融学,1,女,75,77,82,1,0,1,66.67,71,79,74.23,68,69.87,72.57,3.61,70.49
郭秀英,金融学,3,女,74,87,91,1,1,1,100.0,76,82,84.7,90,88.41,88.90,8.89,87.88
陈桂香,电子信息工程,2,女,78,79,65,1,1,1,100.0,74,93,83.95,90,88.18,87.25,7.81,87.58
张超,会计学,4,男,64,78,92,1,1,1,100.0,76,80,82.4,91,88.42,86.80,14,87.56
江伟,英语,2,女,93,65,84,1,1,1,100.0,92,70,84.7,69,73.71,88.50,14.29,75.28
赵龙,英语,1,女,85,87,74,1,1,1,100.0,100,75,88.35,81,83.20,90.85,7,83.94
李丹丹,金融学,1,女,75,85,79,1,1,1,100.0,97,72,86.15,79,81.14,89.25,5.03,81.86
赵平,金融学,4,男,80,92,88,1,1,1,100.0,78,91,88.25,95,92.98,91.35,6.11,92.30
蒋雷,计算机科学与技术,3,男,61,66,80,1,1,0,66.67,99,74,77.28,91,86.88,73.32,9.85,85.51
沈莉,电子信息工程,2,女,98,97,89,1,1,1,100.0,99,93,96.4,85,88.42,97.20,4.93,89.56
陈玉,英语,2,男,78,64,95,1,1,0,66.67,98,75,80.28,72,74.48,76.32,15.52,75.31
曾健,金融学,4,女,72,89,92,1,0,1,66.67,100,80,83.63,78,79.69,78.97,10.79,80.25
罗宇,英语,1,女,82,80,96,1,1,1,100.0,77,70,82.55,87,85.66,87.85,8.72,85.22
施晶,英语,4,女,68,89,89,1,1,0,66.67,74,99,81.18,71,74.05,77.22,12.12,75.07
杨磊,英语,1,男,67,78,86,1,1,1,100.0,93,79,86.1,60,67.83,88.90,9.54,70.44
麦洁,会计学,2,女,87,71,83,0,1,1,66.67,99,85,83.43,82,82.43,78.37,8.33,82.57
陶敏,金融学,1,女,72,98,97,1,1,1,100.0,89,84,89.95,79,82.28,92.65,14.73,83.38
詹鑫,电子信息工程,1,女,73,87,83,0,1,1,66.67,82,71,75.88,72,73.16,73.92,7.21,73.55
冯秀兰,会计学,4,男,75,80,70,1,1,1,100.0,83,88,85.25,87,86.48,88.15,5,86.30
杨琳,金融学,4,男,96,62,94,1,1,1,100.0,98,75,88.45,96,93.73,91.15,19.08,92.98
刘东,会计学,4,男,95,95,62,1,1,1,100.0,84,77,85.45,97,93.54,89.35,19.05,92.38
韩丽华,会计学,1,女,87,81,60,1,0,1,66.67,71,75,72.63,66,67.99,71.37,14.18,68.65
李佳,金融学,3,男,88,79,61,0,1,1,66.67,78,74,74.13,76,75.44,72.27,13.75,75.25
刘桂珍,英语,4,男,91,71,82,1,1,1,100.0,87,91,88.9,95,93.17,91.10,10.02,92.56
罗玉英,计算机科学与技术,1,男,65,96,83,1,1,1,100.0,80,97,88.65,60,68.60,90.95,15.57,71.46
崔红梅,计算机科学与技术,4,男,80,97,90,1,1,1,100.0,77,71,83.7,96,92.31,88.90,8.54,91.08
张秀梅,会计学,1,女,68,96,70,0,1,1,66.67,77,96,79.98,84,82.79,76.02,15.62,82.39
李东,会计学,1,男,99,100,61,1,1,1,100.0,82,94,90.0,85,86.50,92.40,22.23,87
董兵,金融学,3,女,91,85,74,1,1,1,100.0,75,88,85.75,71,75.42,89.45,8.62,76.90
谢淑英,电子信息工程,2,男,60,66,81,0,1,1,66.67,91,78,76.28,79,78.18,72.72,10.82,77.91
何梅,会计学,1,男,93,86,67,1,1,1,100.0,78,89,86.35,96,93.10,89.65,13.45,92.14
李秀梅,英语,1,女,91,65,75,1,1,1,100.0,80,71,80.85,100,94.26,85.75,13.11,92.34
李梅,计算机科学与技术,2,男,60,72,75,1,1,1,100.0,87,71,80.2,67,70.96,84.40,7.94,72.28
樊佳,会计学,4,男,60,63,65,1,1,1,100.0,71,91,79.3,90,86.79,83.10,2.52,85.72
龙艳,英语,3,男,79,87,92,1,1,1,100.0,97,97,94.3,99,97.59,94.90,6.56,97.12
田桂芳,金融学,1,男,72,67,86,1,1,1,100.0,72,91,83.25,90,87.98,86.95,9.85,87.30
王博,计算机科学与技术,3,女,75,94,68,1,1,1,100.0,90,81,86.45,97,93.84,89.35,13.45,92.78
沈波,计算机科学与技术,4,男,91,88,65,1,1,1,100.0,82,77,84.15,60,67.24,88.25,14.22,69.66
李云,计算机科学与技术,2,女,68,88,64,1,0,1,66.67,77,78,74.08,71,71.92,71.92,12.86,72.23
白凤英,金融学,1,男,68,60,96,1,1,1,100.0,72,77,79.65,91,87.60,84.75,18.90,86.46
贾建华,会计学,1,男,70,76,74,0,1,1,66.67,96,79,79.08,79,79.02,74.92,3.06,79.03
米英,电子信息工程,3,男,75,63,79,1,0,1,66.67,75,82,74.28,91,85.98,71.92,8.33,84.31
陈梅,金融学,3,男,65,85,100,1,1,1,100.0,99,81,90.0,91,90.70,92,17.56,90.60
王秀芳,电子信息工程,4,男,62,70,64,1,1,1,100.0,99,80,84.35,72,75.70,86.45,4.16,76.94
王丽娟,计算机科学与技术,3,男,92,64,81,1,1,1,100.0,71,82,81.95,63,68.68,86.65,14.11,70.58
张英,计算机科学与技术,2,女,84,89,92,1,1,1,100.0,96,72,88.5,75,79.05,91.70,4.04,80.40
吴艳,会计学,3,女,68,60,78,1,1,1,100.0,74,94,82.6,81,81.48,85.80,9.02,81.64
张芳,会计学,1,男,95,79,96,1,1,1,100.0,91,93,93.0,90,90.90,94.60,9.54,91.20
郑桂珍,金融学,3,女,80,87,77,1,1,1,100.0,75,96,87.15,78,80.74,90.05,5.13,81.66
刘丽娟,计算机科学与技术,2,男,86,91,65,1,1,1,100.0,96,83,88.95,60,68.68,91.05,13.80,71.58
阎岩,会计学,4,男,95,64,99,1,0,1,66.67,96,74,81.63,91,88.19,77.97,19.16,87.25
刘桂兰,会计学,4,男,88,75,89,1,1,1,100.0,72,74,81.7,72,74.91,87.10,7.81,75.88
武芳,会计学,1,女,73,96,100,1,1,1,100.0,93,91,92.9,82,85.27,94.50,14.57,86.36
彭欣,金融学,3,女,62,94,79,1,1,1,100.0,75,84,83.25,69,73.27,87.35,16.01,74.70
钟桂香,英语,2,男,75,60,70,1,0,1,66.67,70,85,72.58,77,75.67,70.42,7.64,75.23
雷颖,电子信息工程,1,男,94,75,82,1,0,1,66.67,100,83,84.18,65,70.75,79.22,9.61,72.67
洪杰,电子信息工程,4,女,61,67,91,1,1,1,100.0,74,94,83.9,76,78.37,87.10,15.87,79.16
罗鑫,英语,1,女,100,89,68,1,1,1,100.0,100,72,88.7,73,77.71,91.50,16.26,79.28
朱帅,计算机科学与技术,2,男,76,82,90,1,1,0,66.67,75,86,78.38,94,89.31,75.62,7.02,87.75
萧桂荣,金融学,1,女,65,80,92,1,1,1,100.0,79,100,88.45,62,69.94,90.55,13.53,72.58
伍志强,英语,4,男,81,63,79,1,1,1,100.0,99,86,88.55,63,70.66,90.05,9.87,73.22
丁冬梅,计算机科学与技术,4,男,69,73,64,1,1,1,100.0,81,76,79.85,95,90.46,84.15,4.51,88.94
南芳,电子信息工程,2,女,71,92,85,1,1,1,100.0,98,77,88.55,61,69.26,91.05,10.69,72.02
戴洁,电子信息工程,2,女,75,87,73,1,1,0,66.67,93,96,84.08,79,80.52,78.52,7.57,81.03
蔡想,会计学,3,男,77,89,70,1,1,1,100.0,77,73,81.1,61,67.03,86.10,9.61,69.04
杜慧,计算机科学与技术,1,女,92,96,80,1,1,0,66.67,89,77,81.63,81,81.19,78.37,8.33,81.25
符刚,金融学,1,女,82,61,63,1,1,1,100.0,99,72,83.35,99,94.30,86.25,11.59,92.74
崔英,英语,4,男,77,79,77,1,1,1,100.0,90,74,84.3,99,94.59,87.90,1.15,93.12
汪柳,金融学,2,女,89,84,97,0,1,1,66.67,86,93,85.08,73,76.62,80.52,6.56,77.83
岑欣,英语,4,女,68,93,77,1,1,1,100.0,84,100,89.8,66,73.14,91.40,12.66,75.52
国淑兰,金融学,1,女,89,94,62,1,1,1,100.0,89,74,85.25,90,88.57,88.95,17.21,88.10
刘桂兰,计算机科学与技术,2,男,92,94,78,1,1,1,100.0,76,93,88.65,67,73.50,91.75,8.72,75.66
陈阳,英语,2,女,74,64,94,1,0,1,66.67,77,82,76.28,61,65.58,73.72,15.28,67.11
刘林,英语,3,男,96,60,67,1,1,1,100.0,72,80,80.3,98,92.69,85.10,19.09,90.92
卢萍,计算机科学与技术,1,女,78,81,83,1,0,1,66.67,85,84,79.78,70,72.93,76.22,2.52,73.91
潘文,金融学,2,男,74,97,75,1,0,1,66.67,74,98,80.93,96,91.48,77.07,13,89.97
刘志强,英语,2,女,68,72,61,1,1,1,100.0,71,81,78.1,76,76.63,82.90,5.57,76.84
黄海燕,会计学,3,女,78,73,100,1,1,1,100.0,71,91,85.6,68,73.28,89.40,14.36,75.04
李健,会计学,2,男,64,79,84,1,1,0,66.67,72,99,78.78,82,81.03,75.02,10.41,80.71
王柳,英语,4,女,92,95,100,1,0,1,66.67,77,82,81.78,92,88.93,79.22,4.04,87.91
叶军,会计学,4,男,83,93,69,1,1,1,100.0,75,71,81.0,75,76.80,86.40,12.06,77.40
杜淑英,金融学,2,女,78,78,96,1,1,1,100.0,83,91,88.7,67,73.51,91.30,10.39,75.68
许瑜,金融学,4,男,62,73,72,1,1,0,66.67,80,98,78.53,83,81.66,74.07,6.08,81.21
杨莹,会计学,4,女,76,93,78,1,1,1,100.0,96,91,91.45,88,89.04,92.75,9.29,89.38
吕楠,金融学,3,男,97,60,99,1,1,1,100.0,91,88,90.35,87,88,92.45,21.96,88.34
郑旭,会计学,4,女,83,89,100,1,1,1,100.0,82,96,91.7,73,78.61,93.90,8.62,80.48
吴鑫,电子信息工程,2,女,87,65,96,1,1,1,100.0,96,95,92.55,62,71.16,93.45,15.95,74.22
胡丹,计算机科学与技术,2,男,97,93,100,1,1,1,100.0,78,97,92.75,77,81.72,95.25,3.51,83.30
吴志强,计算机科学与技术,3,女,89,67,73,1,1,0,66.67,77,72,73.48,95,88.54,71.92,11.37,86.39
刘秀兰,金融学,1,男,84,65,64,1,1,1,100.0,84,72,80.3,67,70.99,84.70,11.27,72.32
范凤英,计算机科学与技术,3,女,71,66,76,1,0,1,66.67,86,89,78.38,60,65.51,74.22,5,67.35
李莹,英语,1,女,95,82,88,0,1,1,66.67,94,78,82.83,99,94.15,78.97,6.51,92.53
杨桂兰,金融学,4,男,96,69,72,1,1,0,66.67,92,73,78.28,69,71.78,75.12,14.80,72.71
曲桂香,会计学,2,男,72,64,90,1,0,1,66.67,89,81,78.43,64,68.33,74.77,13.32,69.77
李莹,英语,3,女,74,66,63,1,1,1,100.0,78,100,84.8,67,72.34,87,5.69,74.12
陈龙,金融学,4,男,85,72,85,0,1,1,66.67,78,90,79.53,90,86.86,76.07,7.51,85.81
甘刚,计算机科学与技术,3,男,80,73,74,1,1,1,100.0,78,80,82.2,81,81.36,86.40,3.79,81.48
谭华,英语,2,男,77,96,95,1,1,1,100.0,77,86,87.55,70,75.26,91.25,10.69,77.02
刘丽娟,计算机科学与技术,1,男,92,90,64,1,1,1,100.0,81,94,88.35,62,69.90,90.85,15.62,72.54
姜坤,金融学,2,男,89,92,95,1,1,1,100.0,95,75,90.1,83,85.13,93.10,3,85.84
周凤英,金融学,2,男,92,91,72,1,1,1,100.0,83,85,87.5,69,74.55,90.70,11.27,76.40
徐平,会计学,1,女,70,100,65,1,1,1,100.0,82,83,84.75,95,91.92,88.25,18.93,90.90
李建平,金融学,4,男,75,69,76,0,1,1,66.67,83,84,77.08,86,83.32,73.72,3.79,82.43
郭秀珍,电子信息工程,2,男,62,69,61,1,1,0,66.67,85,71,71.53,67,68.36,69.27,4.36,68.81
黄凤英,计算机科学与技术,4,男,75,64,83,1,1,1,100.0,86,73,81.95,76,77.78,86.05,9.54,78.38
单云,会计学,3,女,86,84,100,0,1,0,33.33,80,72,71.67,92,85.90,63.13,8.72,83.87
寇涛,会计学,3,男,80,96,62,1,1,1,100.0,76,80,82.8,89,87.14,87.20,17.01,86.52
李淑英,会计学,4,男,98,92,64,1,1,1,100.0,88,100,92.4,65,73.22,93.60,18.15,75.96
高建华,会计学,2,男,65,70,88,1,1,1,100.0,85,93,86.8,80,82.04,89,12.10,82.72
姜敏,电子信息工程,1,男,71,84,70,1,1,1,100.0,75,91,84.0,65,70.70,87.40,7.81,72.60
吴秀珍,英语,3,女,66,86,88,1,1,1,100.0,97,95,92.0,80,83.60,92.80,12.17,84.80
魏凤英,英语,2,男,93,61,90,1,1,1,100.0,89,76,85.65,82,83.10,89.15,17.67,83.46
段英,计算机科学与技术,3,男,99,77,70,1,1,1,100.0,74,86,84.6,62,68.78,88.60,15.13,71.04
巴帆,电子信息工程,3,男,100,77,78,1,1,1,100.0,91,87,90.0,99,96.30,92.20,13,95.40
蔡明,会计学,2,女,100,79,97,1,1,1,100.0,90,72,88.1,99,95.73,91.90,11.36,94.64
徐建,金融学,1,男,60,65,92,1,1,1,100.0,91,89,86.7,60,68.01,88.70,17.21,70.68
杨萍,金融学,3,男,85,84,100,1,1,1,100.0,72,87,86.65,100,96,90.75,8.96,94.66
宋桂芳,计算机科学与技术,4,男,93,99,69,1,1,1,100.0,75,81,85.1,89,87.83,89.50,15.87,87.44
郭萍,金融学,1,男,71,65,82,0,1,1,66.67,90,72,75.63,64,67.49,72.77,8.62,68.65
陈春梅,电子信息工程,3,女,77,71,61,1,1,1,100.0,70,81,78.65,65,69.10,83.55,8.08,70.46
李倩,电子信息工程,1,女,88,100,91,1,1,1,100.0,73,71,83.9,99,94.47,89.50,6.24,92.96
张丽华,金融学,2,女,64,63,79,1,1,1,100.0,92,87,85.35,82,83,87.45,8.96,83.34
潘洋,计算机科学与技术,4,男,91,65,88,1,1,1,100.0,88,89,88.65,70,75.60,90.95,14.22,77.46
王丽,金融学,4,女,64,73,87,1,1,1,100.0,91,90,87.65,84,85.10,89.55,11.59,85.46
周桂香,计算机科学与技术,2,女,98,76,84,1,1,1,100.0,88,93,91.05,67,74.22,92.95,11.14,76.62
叶杰,计算机科学与技术,2,女,70,87,100,1,1,1,100.0,74,95,87.95,93,91.48,91.05,15.04,90.98
陈倩,计算机科学与技术,1,男,74,94,72,1,1,0,66.67,71,89,77.33,93,88.30,74.67,12.17,86.73
何鑫,会计学,4,男,95,87,61,1,1,1,100.0,70,71,79.55,98,92.46,85.45,17.78,90.62
徐雷,计算机科学与技术,4,女,100,100,67,1,1,1,100.0,100,97,95.95,64,73.58,96.25,19.05,76.78
陈霞,会计学,4,男,83,68,88,1,0,1,66.67,76,77,75.48,94,88.44,73.52,10.41,86.59
万雷,计算机科学与技术,4,男,87,96,94,1,1,1,100.0,78,79,86.95,90,89.08,91.25,4.73,88.78
苏琳,金融学,4,男,97,95,86,1,1,1,100.0,92,96,94.8,96,95.64,96,5.86,95.52
张洁,会计学,1,男,94,73,65,1,0,1,66.67,85,78,77.28,60,65.18,74.32,14.98,66.91
刘博,电子信息工程,1,女,70,84,82,1,1,1,100.0,87,77,84.6,66,71.58,88.20,7.57,73.44
林秀英,计算机科学与技术,1,女,87,82,65,1,1,0,66.67,88,79,78.48,66,69.74,75.12,11.53,70.99
覃红霞,电子信息工程,2,男,67,90,67,1,1,1,100.0,87,73,82.4,92,89.12,86.40,13.28,88.16
李婷,电子信息工程,3,男,67,70,89,1,1,1,100.0,76,81,81.85,62,67.96,86.15,11.93,69.94
萧东,计算机科学与技术,4,男,79,84,82,1,1,1,100.0,84,86,87.0,88,87.70,90,2.52,87.60
孟秀兰,会计学,3,男,69,61,70,1,1,0,66.67,75,97,76.33,89,85.20,72.47,4.93,83.93
朱健,会计学,4,男,76,92,68,1,1,1,100.0,78,82,83.6,65,70.58,87.60,12.22,72.44
李淑珍,金融学,4,男,67,62,94,1,1,1,100.0,73,92,83.55,100,95.06,87.05,17.21,93.42
张婷婷,金融学,4,女,79,69,68,1,1,1,100.0,72,80,79.6,84,82.68,84.40,6.08,82.24
田金凤,计算机科学与技术,3,男,93,61,80,1,1,1,100.0,79,77,82.4,85,84.22,86.80,16.09,83.96
李欣,电子信息工程,1,女,60,93,65,1,1,1,100.0,77,81,81.3,91,88.09,85.50,17.79,87.12
邓桂芳,电子信息工程,3,男,79,60,98,1,1,1,100.0,76,91,85.45,97,93.54,88.75,19,92.38
李军,会计学,4,女,98,90,85,1,0,1,66.67,100,99,90.38,71,76.81,83.82,6.56,78.75
史晶,电子信息工程,4,男,67,72,62,1,1,1,100.0,85,73,79.6,87,84.78,83.80,5,84.04
吴凯,电子信息工程,3,男,72,74,61,1,1,1,100.0,82,73,79.45,62,67.24,83.95,7,68.98
吴琳,电子信息工程,2,男,63,82,86,1,1,1,100.0,89,71,83.1,61,67.63,87.10,12.29,69.84
萧晨,会计学,4,男,75,100,64,1,1,1,100.0,81,93,87.4,99,95.52,90,18.45,94.36
张杨,英语,2,男,100,60,93,0,1,1,66.67,95,93,85.63,74,77.49,80.17,21.36,78.65
姚桂香,电子信息工程,4,女,81,70,89,1,1,1,100.0,95,72,85.75,94,91.52,89.05,9.54,90.70
杨淑英,金融学,3,女,75,78,92,1,1,0,66.67,97,73,80.33,85,83.60,76.67,9.07,83.13
崔桂英,会计学,4,男,83,74,66,1,1,1,100.0,90,72,82.8,68,72.44,86.60,8.50,73.92
刘秀芳,英语,1,男,85,70,71,1,1,1,100.0,96,70,84.1,87,86.13,87.50,8.39,85.84
刘阳,计算机科学与技术,4,女,99,96,100,1,1,1,100.0,87,76,90.25,61,69.77,93.95,2.08,72.70
任春梅,金融学,4,男,72,70,73,1,1,0,66.67,79,84,75.58,70,71.67,72.62,1.53,72.23
楚博,计算机科学与技术,1,男,88,64,75,1,1,1,100.0,82,83,83.95,88,86.78,87.45,12.01,86.38
李婷,计算机科学与技术,4,女,78,82,94,1,1,1,100.0,74,75,82.65,91,88.50,87.75,8.33,87.66
赵婷婷,金融学,2,男,64,96,96,1,1,1,100.0,97,70,87.35,63,70.30,90.65,18.48,72.74
邱军,金融学,2,女,96,71,100,1,1,1,100.0,88,98,93.2,78,82.56,94.60,15.72,84.08
邹畅,电子信息工程,4,男,97,100,84,1,1,1,100.0,87,90,92.35,93,92.80,94.65,8.50,92.74
邓雷,金融学,2,男,82,93,88,1,1,1,100.0,95,93,93.3,95,94.49,94.50,5.51,94.32
李静,会计学,4,女,61,74,65,1,1,1,100.0,82,79,80.25,80,80.08,84.15,6.66,80.10
宋阳,计算机科学与技术,4,男,73,94,88,1,1,1,100.0,82,96,90.0,70,76,92.20,10.82,78
胡岩,金融学,4,男,86,75,86,1,1,1,100.0,84,94,89.2,64,71.56,91.40,6.35,74.08
陈鹏,电子信息工程,1,女,98,65,73,1,1,1,100.0,73,75,80.6,66,70.38,85.80,17.21,71.84
陈雪梅,电子信息工程,3,女,79,88,78,1,1,1,100.0,71,72,80.25,84,82.88,85.95,5.51,82.50
张丹,会计学,4,女,82,87,62,1,1,1,100.0,88,94,88.6,99,95.88,90.40,13.23,94.84
高鑫,英语,1,女,71,76,91,1,1,1,100.0,90,74,84.8,60,67.44,88.40,10.41,69.92
段桂英,英语,3,男,93,64,66,1,1,1,100.0,90,78,84.3,100,95.29,87.50,16.20,93.72
高淑兰,计算机科学与技术,4,女,63,75,83,1,1,1,100.0,77,95,85.1,92,89.93,87.90,10.07,89.24
储洁,金融学,1,女,62,81,65,0,1,1,66.67,88,72,74.13,98,90.84,71.47,10.21,88.45
朱建,英语,4,男,64,65,67,1,1,1,100.0,94,72,81.1,72,74.73,84.50,1.53,75.64
连建军,金融学,3,女,76,92,86,1,1,1,100.0,75,88,86.15,81,82.54,89.85,8.08,83.06
丁丽,会计学,4,女,66,97,64,1,1,1,100.0,70,96,84.2,73,76.36,87.60,18.50,77.48
张飞,计算机科学与技术,1,男,90,85,73,1,1,1,100.0,81,84,86.05,83,83.92,89.55,8.74,84.22
张桂兰,电子信息工程,4,女,79,98,93,0,1,1,66.67,98,88,86.83,61,68.75,81.57,9.85,71.33
赵宇,金融学,3,男,79,61,62,1,1,1,100.0,81,76,79.45,99,93.14,83.75,10.12,91.18
郭建军,英语,1,女,77,87,96,1,1,1,100.0,90,77,87.75,82,83.72,91.05,9.50,84.30
刘建平,金融学,4,男,61,86,90,0,1,1,66.67,71,100,79.78,100,93.93,76.02,15.72,91.91
史瑞,计算机科学与技术,3,男,93,97,95,0,1,1,66.67,91,80,84.58,96,92.57,80.82,2,91.43
叶淑英,计算机科学与技术,3,男,77,89,97,1,1,1,100.0,78,98,90.3,94,92.89,92.70,10.07,92.52
王晶,会计学,3,女,62,72,87,1,1,0,66.67,100,77,79.68,72,74.30,75.32,12.58,75.07
李健,会计学,3,女,87,65,69,1,1,1,100.0,92,91,87.85,73,77.45,89.55,11.72,78.94
沙健,会计学,1,男,62,98,82,0,1,1,66.67,89,91,82.53,96,91.96,77.87,18.04,90.61
刘丽丽,计算机科学与技术,2,女,100,87,85,1,1,1,100.0,87,77,88.2,60,68.46,91.80,8.14,71.28
夏杨,计算机科学与技术,4,男,91,74,86,1,1,1,100.0,86,86,88.1,76,79.63,90.90,8.74,80.84
何军,会计学,4,女,74,87,73,1,1,1,100.0,96,92,90.4,81,83.82,91.60,7.81,84.76
杨帅,计算机科学与技术,4,女,65,87,90,1,1,1,100.0,76,97,87.45,71,75.94,90.15,13.65,77.58
农成,电子信息工程,1,女,81,91,69,1,1,1,100.0,87,83,86.6,79,81.28,89.60,11.02,82.04
曹鑫,金融学,1,女,65,93,74,1,1,1,100.0,96,82,87.7,93,91.41,89.90,14.29,90.88
徐洁,计算机科学与技术,3,女,93,83,64,1,1,1,100.0,80,85,85.25,98,94.18,88.75,14.73,92.90
陈秀梅,电子信息工程,4,女,78,92,78,1,1,1,100.0,84,89,88.05,95,92.92,90.75,8.08,92.22
唐文,电子信息工程,1,男,71,69,88,1,1,1,100.0,95,97,90.8,87,88.14,91.60,10.44,88.52
李建华,计算机科学与技术,4,男,88,72,99,1,1,1,100.0,87,74,86.15,83,83.94,90.05,13.58,84.26
宋鹏,英语,1,男,82,81,65,1,1,1,100.0,93,83,86.8,74,77.84,89.20,9.54,79.12
杨鹏,金融学,2,女,97,86,93,1,1,1,100.0,85,70,86.35,89,88.20,90.85,5.57,87.94
梁丽华,计算机科学与技术,1,男,78,72,91,1,1,0,66.67,72,71,73.18,79,77.25,72.22,9.71,76.67
叶小红,英语,4,男,68,87,90,1,1,1,100.0,77,70,81.25,82,81.78,86.55,11.93,81.70
高海燕,计算机科学与技术,3,女,74,95,63,0,1,1,66.67,93,84,80.78,91,87.93,76.42,16.26,86.91
刘淑英,计算机科学与技术,1,男,69,60,72,1,1,1,100.0,94,76,82.6,67,71.68,85.60,6.24,73.24
殷志强,计算机科学与技术,3,男,63,61,60,1,1,1,100.0,99,78,82.65,77,78.69,84.95,1.53,79.26
王杨,电子信息工程,2,男,72,100,60,1,1,0,66.67,74,77,74.28,60,64.28,72.52,20.53,65.71
朱玉,英语,2,女,84,92,74,1,1,1,100.0,82,78,85.0,73,76.60,89,9.02,77.80
孟桂英,电子信息工程,3,男,93,73,62,1,1,1,100.0,100,84,88.8,88,88.24,90.40,15.72,88.32
王桂花,会计学,3,男,61,82,66,1,1,1,100.0,73,75,77.9,92,87.77,83.10,10.97,86.36
谭想,英语,1,男,75,87,85,1,1,0,66.67,95,70,79.28,95,90.28,76.12,6.43,88.71
章霞,计算机科学与技术,4,男,85,87,96,1,1,0,66.67,100,81,85.38,98,94.21,80.62,5.86,92.95
张婷,会计学,4,男,64,87,64,1,1,1,100.0,71,96,83.25,94,90.78,86.55,13.28,89.70
陈丽娟,会计学,4,女,90,77,96,1,1,1,100.0,87,75,86.8,89,88.34,90.60,9.71,88.12
吴瑞,英语,3,男,68,70,92,1,1,1,100.0,100,97,92.25,88,89.28,92.55,13.32,89.70
周英,英语,3,男,78,80,62,1,0,0,33.33,80,97,72.92,84,80.68,61.88,9.87,79.57
曾淑英,英语,1,女,99,61,91,1,1,0,66.67,77,95,81.43,90,87.43,77.57,20.03,86.57
史帆,会计学,4,男,80,68,99,1,1,1,100.0,70,82,82.7,85,84.31,87.50,15.63,84.08
王强,英语,1,男,91,72,91,1,1,1,100.0,93,83,89.4,72,77.22,91.80,10.97,78.96
王桂英,电子信息工程,1,女,93,94,73,0,1,1,66.67,90,76,80.83,77,78.15,77.57,11.85,78.53
高亮,英语,3,女,79,77,74,1,1,1,100.0,82,81,83.75,75,77.62,87.45,2.52,78.50
张文,计算机科学与技术,2,男,74,72,79,1,1,1,100.0,75,91,84.0,98,93.80,87.40,3.61,92.40
廖畅,金融学,3,女,98,81,91,1,1,1,100.0,75,100,90.75,60,69.22,93.25,8.54,72.30
沈玉,电子信息工程,3,女,90,61,83,1,1,1,100.0,74,90,84.4,86,85.52,88,15.13,85.36
刘雪,金融学,1,男,67,91,80,1,1,1,100.0,87,85,86.8,76,79.24,89.60,12.01,80.32
杨丹,英语,3,男,85,77,68,1,1,1,100.0,75,71,79.5,73,74.95,84.90,8.50,75.60
孙华,计算机科学与技术,4,女,75,69,68,1,1,1,100.0,85,96,86.45,97,93.84,88.35,3.79,92.78
祝坤,会计学,1,女,60,85,74,0,1,1,66.67,88,78,76.73,78,77.62,73.47,12.53,77.49
金建国,电子信息工程,2,女,95,79,97,1,1,1,100.0,92,82,90.6,90,90.18,93.20,9.87,90.24
范荣,英语,2,男,77,90,65,1,1,1,100.0,77,88,84.45,75,77.84,87.95,12.50,78.78
郝瑞,电子信息工程,3,男,69,90,80,1,1,1,100.0,80,94,87.4,84,85.02,90,10.50,85.36
黄玉梅,英语,2,女,60,95,63,1,1,1,100.0,100,100,91.8,64,72.34,91.80,19.40,75.12
赵燕,英语,2,男,64,81,78,1,1,1,100.0,81,83,83.3,71,74.69,86.90,9.07,75.92
王健,金融学,4,女,96,68,84,1,1,1,100.0,97,82,89.55,94,92.66,91.65,14.05,92.22
马秀荣,金融学,2,男,71,99,69,0,1,1,66.67,99,73,80.23,99,93.37,76.37,16.77,91.49
郝秀兰,电子信息工程,4,女,80,88,66,1,1,1,100.0,84,96,88.4,73,77.62,90.40,11.14,79.16
柴淑珍,计算机科学与技术,4,男,71,69,62,1,1,1,100.0,79,87,81.7,75,77.01,85.10,4.73,77.68
陆丹,电子信息工程,4,女,74,61,70,1,1,0,66.67,86,70,72.83,62,65.25,70.57,6.66,66.33
陈婷,电子信息工程,3,女,94,95,88,1,1,1,100.0,91,70,87.95,95,92.88,91.85,3.79,92.18
梁琴,会计学,4,男,83,84,90,1,1,1,100.0,76,92,87.7,79,81.61,90.90,3.79,82.48
孟莉,电子信息工程,1,男,84,94,80,1,1,1,100.0,78,96,89.3,99,96.09,91.90,7.21,95.12
阳倩,英语,3,男,78,84,90,1,1,1,100.0,81,76,84.45,82,82.74,88.75,6,82.98
陈帅,金融学,3,女,93,62,79,1,1,1,100.0,93,94,90.15,67,73.94,91.45,15.52,76.26
